id,title,Director
9955,Blades of Glory,Josh Gordon
50359,Hop,Tim Hill
1271,300,Zack Snyder
693,Meet the Fockers,Jay Roach
14306,Marley & Me,David Frankel
497,The Green Mile,Frank Darabont
11199,Wild Hogs,Walt Becker
9982,Chicken Little,Mark Dindal
210577,Gone Girl,David Fincher
2501,The Bourne Identity,Doug Liman
710,GoldenEye,Martin Campbell
2275,The General's Daughter,Simon West
37165,The Truman Show,Peter Weir
9837,The Prince of Egypt,Simon Wells
10708,Daddy Day Care,Steve Carr
136400,2 Guns,Baltasar Kormákur
10992,Cats & Dogs,Lawrence Guterman
9654,The Italian Job,F. Gary Gray
2642,Two Weeks Notice,Marc Lawrence
8916,Antz,Eric Darnell
19899,Couples Retreat,Peter Billingsley
2119,Days of Thunder,Tony Scott
9641,Cheaper by the Dozen 2,Adam Shankman
294254,Maze Runner: The Scorch Trials,Wes Ball
38167,Eat Pray Love,Ryan Murphy
5994,The Family Man,Brett Ratner
39514,RED,Robert Schwentke
9563,Any Given Sunday,Oliver Stone
547,The Horse Whisperer,Robert Redford
1538,Collateral,Michael Mann
9334,The Scorpion King,Chuck Russell
11128,Ladder 49,Jay Russell
75780,Jack Reacher,Christopher McQuarrie
8914,Deep Blue Sea,Renny Harlin
13576,This Is It,Kenny Ortega
39538,Contagion,Steven Soderbergh
10628,Kangaroo Jack,David McNally
14836,Coraline,Henry Selick
8645,The Happening,M. Night Shyamalan
9509,Man on Fire,Tony Scott
10067,The Shaggy Dog,Brian Robbins
9384,Starsky & Hutch,Todd Phillips
9279,Jingle All the Way,Brian Levant
1487,Hellboy,Guillermo del Toro
9422,A Civil Action,Steven Zaillian
77174,ParaNorman,Sam Fell
4824,The Jackal,Michael Caton-Jones
9620,Paycheck,John Woo
9302,Up Close & Personal,Jon Avnet
10199,The Tale of Despereaux,Robert Stevenhagen
10771,The Tuxedo,Kevin Donovan
3512,Under Siege 2: Dark Territory,Geoff Murphy
137094,Jack Ryan: Shadow Recruit,Kenneth Branagh
274479,Joy,David O. Russell
267860,London Has Fallen,Babak Najafi
8078,Alien: Resurrection,Jean-Pierre Jeunet
7485,Shooter,Antoine Fuqua
170687,The Boxtrolls,Anthony Stacchi
6435,Practical Magic,Griffin Dunne
137106,The Lego Movie,Phil Lord
10040,Miss Congeniality 2: Armed and Fabulous,John Pasquin
6278,Reign of Fire,Rob Bowman
82682,Gangster Squad,Ruben Fleischer
17610,Year One,Harold Ramis
22954,Invictus,Clint Eastwood
16995,State of Play,Kevin Macdonald
16558,Duplicity,Tony Gilroy
9849,My Favorite Martian,Donald Petrie
5820,The Sentinel,Clark Johnson
16866,Planet 51,Jorge Blanco
201,Star Trek: Nemesis,Stuart Baird
11775,Intolerable Cruelty,Joel Coen
87825,Trouble with the Curve,Robert Lorenz
12201,Edge of Darkness,Martin Campbell
11015,The Relic,Peter Hyams
9932,Analyze That,Harold Ramis
13389,Righteous Kill,Jon Avnet
8838,Mercury Rising,Harold Becker
17332,The Soloist,Joe Wright
4958,The Legend of Bagger Vance,Robert Redford
786,Almost Famous,Cameron Crowe
9513,Garfield: A Tail of Two Kitties,Tim Hill
11679,xXx: State of the Union,Lee Tamahori
38321,Priest,Scott Stewart
14411,Sinbad: Legend of the Seven Seas,Tim Johnson
8413,Event Horizon,Paul W.S. Anderson
10052,Dragonfly,Tom Shadyac
9676,The Black Dahlia,Brian De Palma
9664,Flyboys,Tony Bill
2100,The Last Castle,Rod Lurie
10384,Supernova,Walter Hill
137321,Winter's Tale,Akiva Goldsman
123553,The Mortal Instruments: City of Bones,Harald Zwart
11260,Meet Dave,Brian Robbins
9009,Dark Water,Walter Salles
11374,Edtv,Ron Howard
2309,Inkheart,Iain Softley
8285,The Spirit,Frank Miller
210860,Mortdecai,David Koepp
2312,In the Name of the King: A Dungeon Siege Tale,Uwe Boll
9839,Beyond Borders,Martin Campbell
381902,The Monkey King 2,Soi Cheang
13922,The Great Raid,John Dahl
293660,Deadpool,Tim Miller
9713,Holy Man,Stephen Herek
190859,American Sniper,Clint Eastwood
257445,Goosebumps,Rob Letterman
9007,Just Like Heaven,Mark Waters
889,The Flintstones in Viva Rock Vegas,Brian Levant
1370,Rambo III,Peter MacDonald
4942,Leatherheads,George Clooney
347969,The Ridiculous 6,Frank Coraci
24438,Did You Hear About the Morgans?,Marc Lawrence
116741,The Internship,Shawn Levy
35791,Resident Evil: Afterlife,Paul W.S. Anderson
72431,Red Tails,Anthony Hemingway
1813,The Devil's Advocate,Taylor Hackford
87428,That's My Boy,Sean Anders
8840,DragonHeart,Rob Cohen
10589,After the Sunset,Brett Ratner
71676,Ghost Rider: Spirit of Vengeance,Brian Taylor
1722,Captain Corelli's Mandolin,John Madden
10022,The Pacifier,Adam Shankman
11358,Walking Tall,Kevin Bray
13,Forrest Gump,Robert Zemeckis
6477,Alvin and the Chipmunks,Tim Hill
1597,Meet the Parents,Jay Roach
10530,Pocahontas,Mike Gabriel
1924,Superman,Richard Donner
9327,The Nutty Professor,Tom Shadyac
8488,Hitch,Andy Tennant
10603,George of the Jungle,Sam Weisman
8273,American Wedding,Jesse Dylan
109424,Captain Phillips,Paul Greengrass
35056,Date Night,Shawn Levy
8839,Casper,Brad Silberling
156022,The Equalizer,Antoine Fuqua
7303,Maid in Manhattan,Wayne Wang
8963,Crimson Tide,Tony Scott
1402,The Pursuit of Happyness,Gabriele Muccino
9315,Flightplan,Robert Schwentke
8984,Disclosure,Barry Levinson
795,City of Angels,Brad Silberling
24,Kill Bill: Vol. 1,Quentin Tarantino
11353,Bowfinger,Frank Oz
393,Kill Bill: Vol. 2,Quentin Tarantino
9618,Tango & Cash,Andrei Konchalovsky
9374,Death Becomes Her,Robert Zemeckis
8584,Shanghai Noon,Tom Dey
2320,Executive Decision,Stuart Baird
58224,Mr. Popper's Penguins,Mark Waters
1729,The Forbidden Kingdom,Rob Minkoff
175574,Free Birds,Jimmy Hayward
8077,Alien³,David Fincher
8818,Evita,Alan Parker
8195,Ronin,John Frankenheimer
10586,The Ghost and the Darkness,Stephen Hopkins
116149,Paddington,Paul King
80035,The Watch,Akiva Schaffer
10632,The Hunted,William Friedkin
12117,Instinct,Jon Turteltaub
1792,Stuck on You,Bobby Farrelly
13260,Semi-Pro,Kent Alterman
72197,The Pirates! In an Adventure with Scientists!,Peter Lord
3580,Changeling,Clint Eastwood
12123,Chain Reaction,Andrew Davis
9566,The Fan,Tony Scott
9833,The Phantom of the Opera,Joel Schumacher
4517,Elizabeth: The Golden Age,Shekhar Kapur
8202,Æon Flux,Karyn Kusama
16072,Gods and Generals,Ronald F. Maxwell
34314,Turbulence,Robert Butler
19724,Imagine That,Karey Kirkpatrick
145220,Muppets Most Wanted,James Bobin
14623,Thunderbirds,Jonathan Frakes
42297,Burlesque,Steve Antin
2841,A Very Long Engagement,Jean-Pierre Jeunet
802,Lolita,Stanley Kubrick
10375,D-Tox,Jim Gillespie
36586,Blade II,Guillermo del Toro
11321,Seven Pounds,Gabriele Muccino
70074,Bullet to the Head,Walter Hill
242,The Godfather: Part III,Francis Ford Coppola
9621,Elizabethtown,Cameron Crowe
1819,"You, Me and Dupree",Anthony Russo
8536,Superman II,Richard Lester
8046,Gigli,Martin Brest
1717,All the King's Men,Steven Zaillian
479,Shaft,John Singleton
9444,Anastasia,Gary Goldman
824,Moulin Rouge!,Baz Luhrmann
11456,Domestic Disturbance,Harold Becker
261023,Black Mass,Scott Cooper
3683,Flags of Our Fathers,Clint Eastwood
22803,Law Abiding Citizen,F. Gary Gray
285923,Grindhouse,Robert Rodriguez
39437,Beloved,Jonathan Demme
1950,Lucky You,Curtis Hanson
640,Catch Me If You Can,Steven Spielberg
97630,Zero Dark Thirty,Kathryn Bigelow
9767,The Break-Up,Peyton Reed
11631,Mamma Mia!,Phyllida Lloyd
32856,Valentine's Day,Garry Marshall
6519,The Dukes of Hazzard,Jay Chandrasekhar
8741,The Thin Red Line,Terrence Malick
49520,The Change-Up,David Dobkin
1850,Man on the Moon,Miloš Forman
524,Casino,Martin Scorsese
26389,From Paris with Love,Pierre Morel
11817,Bulletproof Monk,Paul Hunter
2123,"Me, Myself & Irene",Bobby Farrelly
9907,Barnyard,Steve Oedekerk
9969,Deck the Halls,John Whitesell
18239,The Twilight Saga: New Moon,Chris Weitz
808,Shrek,Andrew Adamson
38050,The Adjustment Bureau,George Nolfi
8367,Robin Hood: Prince of Thieves,Kevin Reynolds
9390,Jerry Maguire,Cameron Crowe
72105,Ted,Seth MacFarlane
2898,As Good as It Gets,James L. Brooks
10312,Patch Adams,Tom Shadyac
109443,Anchorman 2: The Legend Continues,Adam McKay
2022,Mr. Deeds,Steven Brill
37686,Super 8,J.J. Abrams
462,Erin Brockovich,Steven Soderbergh
9919,How to Lose a Guy in 10 Days,Donald Petrie
187017,22 Jump Street,Phil Lord
628,Interview with the Vampire,Neil Jordan
10201,Yes Man,Peyton Reed
302699,Central Intelligence,Rawson Marshall Thurber
9441,Stepmom,Chris Columbus
274167,Daddy's Home,Sean Anders
224141,Into the Woods,Rob Marshall
388,Inside Man,Spike Lee
2112,Payback,Brian Helgeland
10329,Congo,Frank Marshall
74465,We Bought a Zoo,Cameron Crowe
13811,Knowing,Alex Proyas
6877,Failure to Launch,Tom Dey
10320,The Ring Two,Hideo Nakata
50646,"Crazy, Stupid, Love.",Glenn Ficarra
8920,Garfield,Peter Hewitt
13673,Christmas with the Kranks,Joe Roth
60308,Moneyball,Bennett Miller
6950,Outbreak,Wolfgang Petersen
225574,Non-Stop,Jaume Collet-Serra
13836,Race to Witch Mountain,Andy Fickman
752,V for Vendetta,James McTeigue
6038,Shanghai Knights,David Dobkin
9975,Curious George,Matthew O'Callaghan
11451,Herbie Fully Loaded,Angela Robinson
12103,Don't Say a Word,Gary Fleder
60304,Hansel & Gretel: Witch Hunters,Tommy Wirkola
2251,Unfaithful,Adrian Lyne
46529,I Am Number Four,D.J. Caruso
231,Syriana,Stephen Gaghan
300671,13 Hours: The Secret Soldiers of Benghazi,Michael Bay
228326,The Book of Life,Jorge R. Gutierrez
9754,Firewall,Richard Loncraine
66,Absolute Power,Clint Eastwood
4421,G.I. Jane,Ridley Scott
2649,The Game,David Fincher
588,Silent Hill,Christophe Gans
10393,The Replacements,Howard Deutch
71552,American Reunion,Jon Hurwitz
9631,The Negotiator,F. Gary Gray
216282,Into the Storm,Steven Quale
306,Beverly Hills Cop III,John Landis
928,Gremlins 2: The New Batch,Joe Dante
205587,The Judge,David Dobkin
6623,The Peacemaker,Mimi Leder
1577,Resident Evil: Apocalypse,Alexander Witt
9801,Bridget Jones: The Edge of Reason,Beeban Kidron
2116,Out of Time,Carl Franklin
9624,On Deadly Ground,Steven Seagal
14199,The Adventures of Sharkboy and Lavagirl,Robert Rodriguez
1907,The Beach,Danny Boyle
4599,Raising Helen,Garry Marshall
22832,Ninja Assassin,James McTeigue
10390,For Love of the Game,Sam Raimi
9879,Striptease,Andrew Bergman
38579,Marmaduke,Tom Dey
44603,Hereafter,Clint Eastwood
11892,Murder by Numbers,Barbet Schroeder
9691,Assassins,Richard Donner
1248,Hannibal Rising,Peter Webber
12220,The Story of Us,Rob Reiner
72710,The Host,Andrew Niccol
10782,Basic,John McTiernan
9573,Blood Work,Clint Eastwood
4959,The International,Tom Tykwer
10061,Escape from L.A.,John Carpenter
10386,The Iron Giant,Brad Bird
421,The Life Aquatic with Steve Zissou,Wes Anderson
316152,Free State of Jones,Gary Ross
11615,The Life of David Gale,Alan Parker
13498,Man of the House,Stephen Herek
241554,Run All Night,Jaume Collet-Serra
2252,Eastern Promises,David Cronenberg
11968,Into the Blue,John Stockwell
10047,The Messenger: The Story of Joan of Arc,Luc Besson
38319,Your Highness,David Gordon Green
69668,Dream House,Jim Sheridan
9770,Mad City,Costa-Gavras
11212,Baby's Day Out,Patrick Read Johnson
10533,The Scarlet Letter,Roland Joffé
38363,Fair Game,Doug Liman
9923,Domino,Tony Scott
11863,Jade,William Friedkin
18501,Gamer,Brian Taylor
109491,Beautiful Creatures,Richard LaGravenese
9275,Death to Smoochy,Danny DeVito
329833,Zoolander 2,Ben Stiller
12634,The Big Bounce,George Armitage
10416,What Planet Are You From?,Mike Nichols
47327,Drive Angry,Patrick Lussier
15268,Street Fighter: The Legend of Chun-Li,Andrzej Bartkowiak
10796,The One,James Wong
9548,The Adventures of Ford Fairlane,Renny Harlin
18947,The Boat That Rocked,Richard Curtis
1900,Traffic,Steven Soderbergh
89,Indiana Jones and the Last Crusade,Steven Spielberg
96724,Anna Karenina,Joe Wright
198184,Chappie,Neill Blomkamp
9481,The Bone Collector,Phillip Noyce
4547,Panic Room,David Fincher
53953,The Tooth Fairy,Chuck Bowman
6415,Three Kings,David O. Russell
181283,Child 44,Daniel Espinosa
9896,Rat Race,Jerry Zucker
167,K-PAX,Iain Softley
11232,Kate & Leopold,James Mangold
1636,Bedazzled,Harold Ramis
2148,The Cotton Club,Francis Ford Coppola
5176,3:10 to Yuma,James Mangold
260346,Taken 3,Olivier Megaton
1389,Out of Sight,Steven Soderbergh
9894,The Cable Guy,Ben Stiller
7504,Earth,Deepa Mehta
8592,Dick Tracy,Warren Beatty
913,The Thomas Crown Affair,John McTiernan
11091,Riding in Cars with Boys,Penny Marshall
1368,First Blood,Ted Kotcheff
593,Solaris,Andrei Tarkovsky
5393,Happily N'Ever After,Yvette Kaplan
9095,Mary Reilly,Stephen Frears
8874,My Best Friend's Wedding,P.J. Hogan
11467,America's Sweethearts,Joe Roth
320,Insomnia,Christopher Nolan
199,Star Trek: First Contact,Jonathan Frakes
20533,Jonah Hex,Jimmy Hayward
10684,Courage Under Fire,Edward Zwick
1624,Liar Liar,Tom Shadyac
325789,The Infiltrator,Brad Furman
113464,Inchon,Terence Young
888,The Flintstones,Brian Levant
82675,Taken 2,Olivier Megaton
4256,Scary Movie 3,David Zucker
1493,Miss Congeniality,Donald Petrie
88751,Journey to the Center of the Earth,Eric Brevig
11130,The Princess Diaries 2: Royal Engagement,Garry Marshall
9944,The Pelican Brief,Alan J. Pakula
10731,The Client,Joel Schumacher
7350,The Bucket List,Rob Reiner
9869,Patriot Games,Phillip Noyce
4379,Monster-in-Law,Robert Luketic
146233,Prisoners,Denis Villeneuve
2034,Training Day,Antoine Fuqua
926,Galaxy Quest,Dean Parisot
4248,Scary Movie 2,Keenen Ivory Wayans
64328,The Muppets,James Bobin
36647,Blade,Stephen Norrington
7214,Coach Carter,Thomas Carter
1537,Changing Lanes,Roger Michell
9360,Anaconda,Luis Llosa
6282,Coyote Ugly,David McNally
508,Love Actually,Richard Curtis
9487,A Bug's Life,Andrew Stanton
768,From Hell,Albert Hughes
2636,The Specialist,Luis Llosa
10478,Tin Cup,Ron Shelton
27983,"Yours, Mine and Ours",Melville Shavelson
9981,Kicking & Screaming,Jesse Dylan
7453,The Hitchhiker's Guide to the Galaxy,Garth Jennings
15045,Fat Albert,Joel Zwick
7737,Resident Evil: Extinction,Russell Mulcahy
232672,Blended,Frank Coraci
17379,Last Holiday,Wayne Wang
8987,The River Wild,Curtis Hanson
11359,The Indian in the Cupboard,Frank Oz
82525,Savages,Oliver Stone
9759,Cellular,David R. Ellis
9486,Johnny English,Peter Howitt
9906,The Ant Bully,John A. Davis
841,Dune,David Lynch
4688,Across the Universe,Julie Taymor
4148,Revolutionary Road,Sam Mendes
2207,16 Blocks,Richard Donner
9381,Babylon A.D.,Mathieu Kassovitz
9625,The Glimmer Man,John Gray
9304,Multiplicity,Harold Ramis
20856,Aliens in the Attic,John Schultz
5955,The Pledge,Sean Penn
9899,The Producers,Susan Stroman
9826,The Phantom,Simon Wincer
21355,All the Pretty Horses,Billy Bob Thornton
10858,Nixon,Oliver Stone
11439,The Ghost Writer,Roman Polanski
9457,Deep Rising,Stephen Sommers
12412,Miracle at St. Anna,Spike Lee
1494,Curse of the Golden Flower,Zhang Yimou
13184,Bangkok Dangerous,Danny Pang
2185,Big Trouble,Barry Sonnenfeld
6639,Love in the Time of Cholera,Mike Newell
38153,Shadow Conspiracy,George P. Cosmatos
58233,Johnny English Reborn,Oliver Parker
116977,Foodfight!,Lawrence Kasanoff
68734,Argo,Ben Affleck
5503,The Fugitive,Andrew Davis
27573,The Bounty Hunter,Andy Tennant
819,Sleepers,Barry Levinson
1369,Rambo: First Blood Part II,George P. Cosmatos
9623,The Juror,Brian Gibson
10895,Pinocchio,Ben Sharpsteen
10935,Heaven's Gate,Michael Cimino
834,Underworld: Evolution,Len Wiseman
228066,Victor Frankenstein,Paul McGuigan
711,Finding Forrester,Gus Van Sant
10468,28 Days,Betty Thomas
10027,Unleashed,Louis Leterrier
11812,The Sweetest Thing,Roger Kumble
37233,The Firm,Sydney Pollack
37950,Charlie St. Cloud,Burr Steers
27582,The Mechanic,Simon West
64688,21 Jump Street,Phil Lord
509,Notting Hill,Roger Michell
7443,Chicken Run,Nick Park
5966,Along Came Polly,John Hamburg
11066,Boomerang,Reginald Hudlin
136795,The Heat,Paul Feig
8095,Cleopatra,Joseph L. Mankiewicz
87826,Here Comes the Boom,Frank Coraci
11560,High Crimes,Carl Franklin
25189,The Mirror Has Two Faces,Barbra Streisand
2637,The Mothman Prophecies,Mark Pellington
18480,Brüno,Larry Charles
709,Licence to Kill,John Glen
49730,Red Riding Hood,Catherine Hardwicke
2749,15 Minutes,John Herzfeld
9607,Super Mario Bros.,Annabel Jankel
1830,Lord of War,Andrew Niccol
79,Hero,Zhang Yimou
54054,One for the Money,Julie Anne Robinson
228967,The Interview,Seth Rogen
46528,The Warrior's Way,Sngmoo Lee
27936,Micmacs,Jean-Pierre Jeunet
65,8 Mile,Curtis Hanson
280391,Why I Did (Not) Eat My Father,Jamel Debbouze
9476,A Knight's Tale,Brian Helgeland
10610,The Medallion,Gordon Chan
745,The Sixth Sense,M. Night Shyamalan
49527,Man on a Ledge,Asger Leth
73937,The Big Year,David Frankel
1885,The Karate Kid,John G. Avildsen
168672,American Hustle,David O. Russell
18240,The Proposal,Anne Fletcher
10398,Double Jeopardy,Bruce Beresford
165,Back to the Future Part II,Robert Zemeckis
240832,Lucy,Luc Besson
216015,Fifty Shades of Grey,Sam Taylor-Johnson
12279,Spy Kids 3-D: Game Over,Robert Rodriguez
1645,A Time to Kill,Joel Schumacher
11007,Cheaper by the Dozen,Shawn Levy
193756,Lone Survivor,Peter Berg
11287,A League of Their Own,Penny Marshall
259693,The Conjuring 2,James Wan
37799,The Social Network,David Fincher
10184,He's Just Not That Into You,Ken Kwapis
4257,Scary Movie 4,David Zucker
4234,Scream 3,Wes Craven
196,Back to the Future Part III,Robert Zemeckis
257091,Get Hard,Etan Cohen
6114,Dracula,Francis Ford Coppola
24803,Julie & Julia,Nora Ephron
109410,42,Brian Helgeland
1213,The Talented Mr. Ripley,Anthony Minghella
100042,Dumb and Dumber To,Bobby Farrelly
9036,Eight Below,Frank Marshall
257211,The Intern,Nancy Meyers
323675,Ride Along 2,Tim Story
9361,The Last of the Mohicans,Michael Mann
1677,Ray,Taylor Hackford
187,Sin City,Robert Rodriguez
7461,Vantage Point,Pete Travis
16538,"I Love You, Man",John Hamburg
9889,Shallow Hal,Bobby Farrelly
820,JFK,Oliver Stone
11565,Big Momma's House 2,John Whitesell
6073,The Mexican,Gore Verbinski
16996,17 Again,Burr Steers
193610,The Other Woman,Nick Cassavetes
19912,The Final Destination,David R. Ellis
296098,Bridge of Spies,Steven Spielberg
8007,Behind Enemy Lines,John Moore
32823,Get Him to the Greek,Nicholas Stoller
4380,Shall We Dance?,Peter Chelsom
11551,Small Soldiers,Joe Dante
10336,Spawn,Mark A.Z. Dippé
11362,The Count of Monte Cristo,Kevin Reynolds
50348,The Lincoln Lawyer,Brad Furman
48138,Unknown,Jaume Collet-Serra
1124,The Prestige,Christopher Nolan
227159,Horrible Bosses 2,Sean Anders
68179,Escape from Planet Earth,Callan Brunker
1579,Apocalypto,Mel Gibson
708,The Living Daylights,John Glen
34851,Predators,Nimród Antal
9930,Legal Eagles,Ivan Reitman
1586,Secret Window,David Koepp
2044,The Lake House,Alejandro Agresti
9913,The Skeleton Key,Iain Softley
71864,The Odd Life of Timothy Green,Peter Hedges
10761,Made of Honor,Paul Weiland
209451,Jersey Boys,Clint Eastwood
11975,The Rainmaker,Francis Ford Coppola
4970,Gothika,Mathieu Kassovitz
11831,Amistad,Steven Spielberg
9096,Medicine Man,John McTiernan
440,Aliens vs Predator: Requiem,Colin Strause
11011,Ri¢hie Ri¢h,Donald Petrie
10641,Autumn in New York,Joan Chen
11172,Music and Lyrics,Marc Lawrence
39513,Paul,Greg Mottola
82687,The Guilt Trip,Anne Fletcher
41446,Scream 4,Wes Craven
8224,8MM,Joel Schumacher
10537,The Doors,Oliver Stone
225886,Sex Tape,Jake Kasdan
10385,Hanging Up,Diane Keaton
55779,Final Destination 5,Steven Quale
10154,Mickey Blue Eyes,Kelly Makin
10647,Pay It Forward,Mimi Leder
11431,Fever Pitch,Bobby Farrelly
8457,Drillbit Taylor,Steven Brill
188161,A Million Ways to Die in the West,Seth MacFarlane
8850,The Shadow,Russell Mulcahy
64685,Extremely Loud & Incredibly Close,Stephen Daldry
38357,Morning Glory,Roger Michell
10060,Get Rich or Die Tryin',Jim Sheridan
11398,The Art of War,Christian Duguay
1833,Rent,Chris Columbus
10391,Bless the Child,Chuck Russell
8970,The Out-of-Towners,Sam Weisman
9306,The Island of Dr. Moreau,John Frankenheimer
11370,The Musketeer,Peter Hyams
12184,The Other Boleyn Girl,Justin Chadwick
1921,Sweet November,Pat O'Connor
1683,The Reaping,Stephen Hopkins
203,Mean Streets,Martin Scorsese
11858,Renaissance Man,Penny Marshall
62835,Colombiana,Olivier Megaton
18937,Quest for Camelot,Frederik Du Chau
13536,City By The Sea,Michael Caton-Jones
15556,At First Sight,Irwin Winkler
10718,Torque,Joseph Kahn
11062,City Hall,Harold Becker
10802,Showgirls,Paul Verhoeven
1887,Marie Antoinette,Sofia Coppola
6071,Kiss of Death,Barbet Schroeder
10461,Get Carter,Stephen T. Kay
80278,The Impossible,Juan Antonio Bayona
12704,Ishtar,Elaine May
10315,Fantastic Mr. Fox,Wes Anderson
16643,Life or Something Like It,Stephen Herek
2687,Memoirs of an Invisible Man,John Carpenter
194,Amélie,Jean-Pierre Jeunet
11025,New York Minute,Dennie Gordon
8849,Alfie,Charles Shyer
78698,Big Miracle,Ken Kwapis
30943,The Deep End of the Ocean,Ulu Grosbard
9544,FearDotCom,William Malone
24418,Cirque du Freak: The Vampire's Assistant,Paul Weitz
7288,Duplex,Danny DeVito
14655,Soul Men,Malcolm D. Lee
24575,Raise the Titanic,Jerry Jameson
10366,Universal Soldier: The Return,Mic Rodgers
19898,Pandorum,Christian Alvart
4965,Impostor,Gary Fleder
15074,Extreme Ops,Christian Duguay
56715,Just Visiting,Jean-Marie Poiré
1272,Sunshine,Danny Boyle
72358,A Thousand Words,Brian Robbins
20542,Delgo,Marc F. Adler
266396,The Gunman,Pierre Morel
9978,Stormbreaker,Geoffrey Sax
8271,Disturbia,D.J. Caruso
10428,Hackers,Iain Softley
5353,The Hunting Party,Richard Shepard
11934,The Hudsucker Proxy,Joel Coen
14392,The Warlords,Peter Chan
19495,Nomad: The Warrior,Sergei Bodrov Jr.
110415,Snowpiercer,Bong Joon-ho
77459,A Monster in Paris,Bibo Bergeron
26486,The Last Shot,Jeff Nathanson
9495,The Crow,Alex Proyas
256040,Baahubali: The Beginning,S.S. Rajamouli
24420,The Time Traveler's Wife,Robert Schwentke
1257,Because I Said So,Michael Lehmann
62214,Frankenweenie,Tim Burton
16320,Serenity,Joss Whedon
8842,Against the Ropes,Charles S. Dutton
9531,Superman III,Richard Lester
64807,Grudge Match,Peter Segal
12289,Red Cliff,John Woo
11529,Sweet Home Alabama,Andy Tennant
20943,The Ugly Truth,Robert Luketic
9099,Sgt. Bilko,Jonathan Lynn
9488,Spy Kids 2: The Island of Lost Dreams,Robert Rodriguez
193,Star Trek: Generations,David Carson
44865,The Grandmaster,Wong Kar-wai
55787,Water for Elephants,Francis Lawrence
257932,Dragon Nest: Warriors' Dawn,Yuefeng Song
10400,The Hurricane,Norman Jewison
1957,Enough,Michael Apted
10833,Heartbreakers,David Mirkin
256961,Paul Blart: Mall Cop 2,Andy Fickman
5852,Angel Eyes,Luis Mandoki
12312,Joe Somebody,John Pasquin
622,The Ninth Gate,Roman Polanski
11306,Extreme Measures,Michael Apted
12508,Rock Star,Stephen Herek
25793,Precious,Lee Daniels
10534,White Squall,Ridley Scott
1091,The Thing,John Carpenter
87421,Riddick,David Twohy
10871,Switchback,Jeb Stuart
13503,Texas Rangers,Steve Miner
13600,City of Ember,Gil Kenan
68722,The Master,Paul Thomas Anderson
14324,Virgin Territory,David Leland
14325,The Express,Gary Fleder
299687,The 5th Wave,J Blakeson
312221,Creed,Ryan Coogler
23168,The Town,Ben Affleck
76494,What to Expect When You're Expecting,Kirk Jones
4944,Burn After Reading,Joel Coen
10488,Nim's Island,Jennifer Flackett
96721,Rush,Ron Howard
334,Magnolia,Paul Thomas Anderson
23742,Cop Out,Kevin Smith
259694,How to Be Single,Christian Ditter
62837,Dolphin Tale,Charles Martin Smith
8966,Twilight,Catherine Hardwicke
8470,John Q,Nick Cassavetes
11001,Blue Streak,Les Mayfield
138832,We're the Millers,Rawson Marshall Thurber
16911,The Inhabited Island,Fyodor Bondarchuk
2163,Breakdown,Jonathan Mostow
36670,Never Say Never Again,Irvin Kershner
23048,Hot Tub Time Machine,Steve Pink
227735,Dolphin Tale 2,Charles Martin Smith
2155,Reindeer Games,John Frankenheimer
8409,A Man Apart,F. Gary Gray
222936,Aloha,Cameron Crowe
31908,Ghosts of Mississippi,Rob Reiner
10219,Snow Falling on Cedars,Scott Hicks
48171,The Rite,Mikael Håfström
782,Gattaca,Andrew Niccol
75531,Isn't She Great,Andrew Bergman
11802,Space Chimps,Kirk De Micco
9776,Head of State,Chris Rock
18785,The Hangover,Todd Phillips
365222,Ip Man 3,Wilson Yip
817,Austin Powers: The Spy Who Shagged Me,Jay Roach
268,Batman,Tim Burton
45054,There Be Dragons,Roland Joffé
943,Lethal Weapon 3,Richard Donner
22881,The Blind Side,John Lee Hancock
10054,Spy Kids,Robert Rodriguez
51540,Horrible Bosses,Seth Gordon
44264,True Grit,Joel Coen
350,The Devil Wears Prada,David Frankel
152,Star Trek: The Motion Picture,Robert Wise
109431,Identity Thief,Seth Gordon
1598,Cape Fear,Martin Scorsese
8065,21,Robert Luketic
271718,Trainwreck,Judd Apatow
11638,Guess Who,Kevin Rodney Sullivan
409,The English Patient,Anthony Minghella
2118,L.A. Confidential,Curtis Hanson
11459,Sky High,Mike Mitchell
10806,In & Out,Frank Oz
9348,Species,Roger Donaldson
377,A Nightmare on Elm Street,Wes Craven
8843,The Cell,Tarsem Singh
9313,The Man in the Iron Mask,Randall Wallace
39486,Secretariat,Randall Wallace
1273,TMNT,Kevin Munroe
13920,Radio,Mike Tollin
50544,Friends with Benefits,Will Gluck
325133,Neighbors 2: Sorority Rising,Nicholas Stoller
140823,Saving Mr. Banks,John Lee Hancock
1883,Malcolm X,Spike Lee
89492,This Is 40,Judd Apatow
22949,Old Dogs,Walt Becker
12437,Underworld: Rise of the Lycans,Patrick Tatopoulos
2959,License to Wed,Ken Kwapis
9957,The Benchwarmers,Dennis Dugan
11648,Must Love Dogs,Gary David Goldberg
9366,Donnie Brasco,Mike Newell
1576,Resident Evil,Paul W.S. Anderson
609,Poltergeist,Tobe Hooper
5516,The Ladykillers,Joel Coen
13051,Max Payne,John Moore
49530,In Time,Andrew Niccol
34806,The Back-Up Plan,Alan Poul
49022,Something Borrowed,Luke Greenfield
11469,Black Knight,Gil Junger
23479,The Bad News Bears,Michael Ritchie
11667,Street Fighter,Steven E. de Souza
