budget,id,original_language,original_title,popularity,release_date,revenue,runtime,title,vote_average,vote_count,genres
55000000,35056,en,Date Night,38.06168,2010-04-08,152263880,97.0,Date Night,5.9,1122,Comedy
50000000,8839,en,Casper,19.830132,1995-05-26,287928194,100.0,Casper,6.0,1019,Fantasy_Comedy_Family
55000000,156022,en,The Equalizer,79.922059,2014-09-24,192330738,132.0,The Equalizer,7.1,2954,Thriller_Action_Crime
55000000,7303,en,Maid in Manhattan,19.738215,2002-12-13,154906693,105.0,Maid in Manhattan,5.6,485,Comedy_Drama_Romance
53000000,8963,en,Crimson Tide,20.334629,1995-05-12,157387195,116.0,Crimson Tide,7.0,498,Action_Thriller_Drama
55000000,1402,en,The Pursuit of Happyness,80.581367,2006-12-14,307077295,117.0,The Pursuit of Happyness,7.7,2525,Drama
55000000,9315,en,Flightplan,32.05145,2005-09-22,223387299,98.0,Flightplan,6.1,772,Thriller_Drama_Mystery
55000000,8984,en,Disclosure,15.064058,1994-12-09,214015089,123.0,Disclosure,5.9,210,Drama_Thriller_Crime_Mystery_Romance
55000000,795,en,City of Angels,21.272734,1998-04-10,198685114,114.0,City of Angels,6.4,529,Drama_Fantasy_Romance
30000000,24,en,Kill Bill: Vol. 1,79.754966,2003-10-10,180949000,111.0,Kill Bill: Vol. 1,7.7,4949,Action_Crime
55000000,11353,en,Bowfinger,13.191829,1999-08-12,0,97.0,Bowfinger,6.0,254,Comedy
30000000,393,en,Kill Bill: Vol. 2,50.622607,2004-04-16,152159461,136.0,Kill Bill: Vol. 2,7.6,3948,Action_Crime_Thriller
55000000,9618,en,Tango & Cash,22.787667,1989-12-22,63408614,104.0,Tango & Cash,6.1,458,Action_Adventure_Comedy
55000000,9374,en,Death Becomes Her,29.498304,1992-07-30,149022650,104.0,Death Becomes Her,6.3,636,Fantasy_Comedy
55000000,8584,en,Shanghai Noon,25.400935,2000-05-26,56932305,110.0,Shanghai Noon,6.2,735,Adventure_Action_Comedy_Western
55000000,2320,en,Executive Decision,17.231675,1996-03-15,121969216,133.0,Executive Decision,5.8,256,Action_Adventure_Drama_Thriller
55000000,58224,en,Mr. Popper's Penguins,32.835777,2011-06-17,187361754,94.0,Mr. Popper's Penguins,5.7,751,Comedy_Family
55000000,1729,en,The Forbidden Kingdom,17.097041,2008-04-18,127906624,104.0,The Forbidden Kingdom,6.3,461,Action_Adventure_Fantasy
55000000,175574,en,Free Birds,14.414937,2013-10-30,110000000,91.0,Free Birds,5.7,254,Animation_Comedy_Family
50000000,8077,en,Alien³,45.856409,1992-05-22,159773545,114.0,Alien³,6.2,1633,Science Fiction_Action_Horror
55000000,8818,en,Evita,7.027139,1996-12-14,141047179,134.0,Evita,5.9,120,History_Drama_Music
55000000,8195,en,Ronin,32.657488,1998-09-25,41610884,122.0,Ronin,6.7,658,Action_Thriller_Crime_Adventure
50000000,10586,en,The Ghost and the Darkness,12.46525,1996-10-11,75000000,109.0,The Ghost and the Darkness,6.4,236,Adventure
55000000,116149,en,Paddington,39.882276,2014-11-27,259207227,95.0,Paddington,7.0,883,Family_Comedy
68000000,80035,en,The Watch,39.395881,2012-07-26,68267862,98.0,The Watch,5.3,881,Comedy
55000000,10632,en,The Hunted,8.634954,2003-03-11,34234008,94.0,The Hunted,6.0,189,Drama_Action_Thriller_Crime
80000000,12117,en,Instinct,7.386394,1999-06-04,0,126.0,Instinct,6.2,146,Drama_Mystery_Thriller
55000000,1792,en,Stuck on You,8.802525,2003-12-10,33828318,118.0,Stuck on You,5.1,188,Comedy
0,13260,en,Semi-Pro,10.449975,2008-02-28,33472850,91.0,Semi-Pro,5.4,251,Comedy
60000000,72197,en,The Pirates! In an Adventure with Scientists!,23.700759,2012-03-12,118338361,88.0,The Pirates! In an Adventure with Scientists!,6.4,374,Animation_Adventure_Family_Comedy
55000000,3580,en,Changeling,27.50916,2008-01-30,113020255,141.0,Changeling,7.3,1131,Crime_Drama_Mystery
50000000,12123,en,Chain Reaction,20.58862,1996-08-02,60209334,107.0,Chain Reaction,5.3,284,Action_Drama_Science Fiction_Thriller
55000000,9566,en,The Fan,4.366488,1996-08-15,18626419,116.0,The Fan,5.7,194,Drama_Mystery_Thriller
70000000,9833,en,The Phantom of the Opera,18.927463,2004-12-08,154648887,143.0,The Phantom of the Opera,7.0,438,Thriller_Drama_Romance
55000000,4517,en,Elizabeth: The Golden Age,15.274137,2007-09-09,74237563,114.0,Elizabeth: The Golden Age,6.6,303,Drama_History_Romance
62000000,8202,en,Æon Flux,29.954302,2005-11-30,52304001,93.0,Æon Flux,5.4,703,Action_Science Fiction
56000000,16072,en,Gods and Generals,4.362535,2003-02-21,12923936,214.0,Gods and Generals,6.1,48,Drama_History_War
55000000,34314,en,Turbulence,4.700024,1997-01-09,11466088,100.0,Turbulence,5.2,62,Action_Thriller_Crime
55000000,19724,en,Imagine That,12.340384,2009-06-19,0,107.0,Imagine That,5.7,134,Comedy
50000000,145220,en,Muppets Most Wanted,14.808304,2014-03-20,80383290,112.0,Muppets Most Wanted,6.2,316,Comedy_Adventure_Crime_Family
57000000,14623,en,Thunderbirds,9.27875,2004-07-23,28283637,95.0,Thunderbirds,4.2,91,Action_Adventure_Comedy_Family_Fantasy_Science Fiction
55000000,42297,en,Burlesque,22.863516,2010-11-23,89519773,119.0,Burlesque,6.9,573,Drama_Romance
47000000,2841,fr,Un long dimanche de fiançailles,23.05451,2004-10-26,0,133.0,A Very Long Engagement,7.1,346,Drama
2000000,802,en,Lolita,23.962109,1962-06-13,9250000,153.0,Lolita,7.3,395,Drama_Romance
55000000,10375,en,D-Tox,12.669778,2002-01-04,6416302,96.0,D-Tox,5.3,123,Action_Thriller
54000000,36586,en,Blade II,67.169587,2002-03-22,155010032,117.0,Blade II,6.2,1528,Fantasy_Horror_Action_Thriller
55000000,11321,en,Seven Pounds,41.472404,2008-12-18,168167691,123.0,Seven Pounds,7.5,2039,Drama
55000000,70074,en,Bullet to the Head,22.503935,2013-01-31,9489829,92.0,Bullet to the Head,5.2,481,Action_Crime_Thriller
54000000,242,en,The Godfather: Part III,59.194915,1990-12-24,136766062,162.0,The Godfather: Part III,7.1,1546,Crime_Drama_Thriller
57000000,9621,en,Elizabethtown,22.894898,2005-10-06,52034889,123.0,Elizabethtown,6.1,327,Comedy_Drama_Romance
54000000,1819,en,"You, Me and Dupree",18.600367,2006-07-14,130431368,108.0,"You, Me and Dupree",5.4,407,Comedy_Romance
54000000,8536,en,Superman II,30.515175,1980-12-04,190458706,127.0,Superman II,6.5,629,Action_Adventure_Fantasy_Science Fiction
54000000,8046,en,Gigli,9.053456,2003-08-01,7266209,121.0,Gigli,3.5,104,Drama
55000000,1717,en,All the King's Men,7.768223,2006-09-10,9450897,125.0,All the King's Men,5.7,95,Drama_Thriller
46000000,479,en,Shaft,19.643365,2000-06-15,107196498,99.0,Shaft,5.5,308,Action_Adventure_Crime_Thriller
53000000,9444,en,Anastasia,45.565918,1997-11-20,139804348,94.0,Anastasia,7.4,1432,Animation_Family
52500000,824,en,Moulin Rouge!,57.374341,2001-03-09,179213434,127.0,Moulin Rouge!,7.4,1300,Drama_Music_Romance
75000000,11456,en,Domestic Disturbance,8.41856,2001-10-30,54249294,89.0,Domestic Disturbance,5.4,113,Mystery_Thriller_Crime
53000000,261023,en,Black Mass,46.049902,2015-09-04,98837872,122.0,Black Mass,6.3,1242,Crime_Drama
90000000,3683,en,Flags of Our Fathers,23.9366,2006-10-18,65900249,132.0,Flags of Our Fathers,6.7,526,War_Drama_History
53000000,22803,en,Law Abiding Citizen,49.593978,2009-10-15,126690726,109.0,Law Abiding Citizen,7.2,1486,Drama_Crime_Thriller
67000000,285923,en,Grindhouse,16.637642,2007-04-06,25037897,191.0,Grindhouse,6.8,459,Thriller_Action_Horror
0,39437,en,Beloved,1.453765,1998-10-16,0,172.0,Beloved,5.9,26,Drama_Thriller
0,1950,en,Lucky You,6.162872,2007-05-01,5761917,124.0,Lucky You,5.4,81,Drama_Romance
52000000,640,en,Catch Me If You Can,73.944049,2002-12-25,352114312,141.0,Catch Me If You Can,7.7,3795,Drama_Crime
40000000,97630,en,Zero Dark Thirty,38.306954,2012-12-19,132820716,157.0,Zero Dark Thirty,6.7,1702,Thriller_Drama_History
52000000,9767,en,The Break-Up,26.251217,2006-06-01,204999686,106.0,The Break-Up,5.6,832,Romance_Comedy
52000000,11631,en,Mamma Mia!,30.780599,2008-07-03,609841637,108.0,Mamma Mia!,6.4,1386,Comedy_Romance
52000000,32856,en,Valentine's Day,25.41929,2010-02-10,216485654,125.0,Valentine's Day,5.7,1013,Comedy_Romance
50000000,6519,en,The Dukes of Hazzard,15.98212,2005-08-05,110803676,104.0,The Dukes of Hazzard,5.1,316,Action_Adventure_Comedy
52000000,8741,en,The Thin Red Line,40.072583,1998-12-25,98126565,170.0,The Thin Red Line,7.2,771,Drama_History_War
52000000,49520,en,The Change-Up,32.015477,2011-08-05,75450437,112.0,The Change-Up,5.9,736,Comedy
82000000,1850,en,Man on the Moon,24.444186,1999-12-22,47434430,118.0,Man on the Moon,6.9,435,Comedy_Drama_Romance
52000000,524,en,Casino,40.06688,1995-11-22,116112375,178.0,Casino,7.8,1307,Drama_Crime
52000000,26389,en,From Paris with Love,27.916284,2010-02-05,52826594,92.0,From Paris with Love,6.1,675,Action_Crime_Thriller
52000000,11817,en,Bulletproof Monk,15.20707,2003-03-28,0,104.0,Bulletproof Monk,5.1,278,Action_Comedy_Fantasy
51000000,2123,en,"Me, Myself & Irene",39.001682,2000-06-22,149270999,116.0,"Me, Myself & Irene",6.1,927,Comedy
51000000,9907,en,Barnyard,10.430832,2006-08-04,72779000,90.0,Barnyard,5.3,225,Animation_Comedy_Family
0,9969,en,Deck the Halls,5.952527,2006-11-22,47231070,93.0,Deck the Halls,5.1,109,Comedy_Family
50000000,18239,en,The Twilight Saga: New Moon,94.815867,2009-03-15,709827462,130.0,The Twilight Saga: New Moon,5.6,2436,Adventure_Fantasy_Drama_Romance
60000000,808,en,Shrek,67.298732,2001-05-16,484409218,90.0,Shrek,7.3,4056,Adventure_Animation_Comedy_Family_Fantasy
50200000,38050,en,The Adjustment Bureau,26.60772,2011-03-03,127869379,106.0,The Adjustment Bureau,6.5,1652,Science Fiction_Thriller_Romance
48000000,8367,en,Robin Hood: Prince of Thieves,28.803729,1991-06-14,390493908,143.0,Robin Hood: Prince of Thieves,6.6,909,Adventure
50000000,9390,en,Jerry Maguire,27.039636,1996-12-06,273552592,139.0,Jerry Maguire,6.7,913,Comedy_Drama_Romance
50000000,72105,en,Ted,68.87691,2012-06-29,549368315,106.0,Ted,6.3,4697,Comedy_Fantasy
50000000,2898,en,As Good as It Gets,37.885022,1997-12-19,314178011,139.0,As Good as It Gets,7.2,915,Comedy_Romance
50000000,10312,en,Patch Adams,35.537397,1998-12-25,202292902,115.0,Patch Adams,7.0,832,Comedy_Drama
50000000,109443,en,Anchorman 2: The Legend Continues,38.125008,2013-12-18,173649015,119.0,Anchorman 2: The Legend Continues,6.0,923,Comedy
50000000,2022,en,Mr. Deeds,18.121404,2002-06-28,171269535,96.0,Mr. Deeds,5.6,644,Comedy_Romance
50000000,37686,en,Super 8,37.069253,2011-06-08,260095987,112.0,Super 8,6.6,2435,Thriller_Science Fiction_Mystery
52000000,462,en,Erin Brockovich,30.347332,2000-03-17,256271286,131.0,Erin Brockovich,7.1,716,Drama
50000000,9919,en,How to Lose a Guy in 10 Days,23.854701,2003-02-07,177371441,116.0,How to Lose a Guy in 10 Days,6.3,850,Comedy_Romance
50000000,187017,en,22 Jump Street,52.380982,2014-06-05,188441614,112.0,22 Jump Street,7.0,3319,Crime_Comedy_Action
60000000,628,en,Interview with the Vampire,50.163785,1994-11-11,223664608,123.0,Interview with the Vampire,7.2,1516,Horror_Romance
70000000,10201,en,Yes Man,43.849351,2008-12-09,225990978,104.0,Yes Man,6.4,1813,Comedy
50000000,302699,en,Central Intelligence,45.318703,2016-06-15,216972543,107.0,Central Intelligence,6.2,1650,Action_Comedy
0,9441,en,Stepmom,16.368283,1998-12-25,0,124.0,Stepmom,6.9,277,Drama_Romance
50000000,274167,en,Daddy's Home,38.616744,2015-12-25,242786137,96.0,Daddy's Home,5.8,854,Comedy
50000000,224141,en,Into the Woods,65.90161,2014-12-25,212902372,125.0,Into the Woods,5.6,1652,Fantasy_Comedy_Music
45000000,388,en,Inside Man,45.220386,2006-03-23,184376254,129.0,Inside Man,7.3,1630,Crime_Drama_Thriller
90000000,2112,en,Payback,17.457947,1999-02-05,161626121,100.0,Payback,6.7,548,Drama_Action_Thriller_Crime
50000000,10329,en,Congo,10.755847,1995-06-09,152022101,109.0,Congo,5.0,213,Action_Adventure_Drama_Mystery_Science Fiction_Thriller
50000000,74465,en,We Bought a Zoo,38.629763,2011-12-22,120081841,124.0,We Bought a Zoo,6.5,909,Drama_Comedy_Family
50000000,13811,en,Knowing,32.693093,2009-03-19,155446362,121.0,Knowing,5.9,1486,Action_Adventure_Drama_Mystery_Science Fiction_Thriller
50000000,6877,en,Failure to Launch,18.806031,2006-03-10,88715192,97.0,Failure to Launch,5.5,399,Comedy
50000000,10320,en,The Ring Two,32.233713,2005-03-17,161451538,110.0,The Ring Two,5.4,632,Drama_Horror_Thriller
50000000,50646,en,"Crazy, Stupid, Love.",37.990705,2011-07-29,142851197,118.0,"Crazy, Stupid, Love.",7.0,2443,Comedy_Drama_Romance
50000000,8920,en,Garfield,17.667826,2004-06-10,200804534,80.0,Garfield,5.2,820,Animation_Comedy_Family
60000000,13673,en,Christmas with the Kranks,9.225166,2004-11-24,0,99.0,Christmas with the Kranks,5.2,193,Comedy_Family
50000000,60308,en,Moneyball,46.180421,2011-09-22,110206216,133.0,Moneyball,7.0,1381,Drama
50000000,6950,en,Outbreak,30.397496,1995-03-10,189859560,127.0,Outbreak,6.3,513,Action_Drama_Science Fiction_Thriller
50000000,225574,en,Non-Stop,83.295796,2014-01-26,222809600,106.0,Non-Stop,6.8,2268,Action_Thriller_Mystery
50000000,13836,en,Race to Witch Mountain,23.935053,2009-03-12,106303988,98.0,Race to Witch Mountain,5.5,509,Adventure_Family_Fantasy_Science Fiction_Thriller_Action
54000000,752,en,V for Vendetta,84.630969,2006-03-15,132511035,132.0,V for Vendetta,7.7,4442,Action_Thriller_Fantasy
50000000,6038,en,Shanghai Knights,16.251204,2003-02-06,88323487,115.0,Shanghai Knights,6.0,692,Action_Adventure_Comedy_Western
50000000,9975,en,Curious George,9.894346,2006-02-10,69834815,86.0,Curious George,6.2,106,Adventure_Animation_Comedy_Family
50000000,11451,en,Herbie Fully Loaded,12.050755,2005-06-22,66002004,101.0,Herbie Fully Loaded,5.1,542,Comedy_Family_Adventure_Fantasy_Romance
50000000,12103,en,Don't Say a Word,11.596207,2001-09-28,100020092,113.0,Don't Say a Word,6.0,220,Thriller
50000000,60304,en,Hansel & Gretel: Witch Hunters,53.02787,2013-01-17,224803475,88.0,Hansel & Gretel: Witch Hunters,5.7,3239,Fantasy_Horror_Action
50000000,2251,en,Unfaithful,14.382253,2002-05-10,119137784,124.0,Unfaithful,6.3,276,Thriller_Drama
50000000,46529,en,I Am Number Four,43.450266,2011-02-18,144492830,109.0,I Am Number Four,5.9,1567,Action_Thriller_Science Fiction_Adventure
50000000,231,en,Syriana,16.871194,2005-11-23,94000000,128.0,Syriana,6.3,451,Drama_Thriller
50000000,300671,en,13 Hours: The Secret Soldiers of Benghazi,42.526529,2016-01-13,69411370,144.0,13 Hours: The Secret Soldiers of Benghazi,7.0,938,Action_Drama_History_Thriller_War
50000000,228326,en,The Book of Life,34.890999,2014-10-01,97437106,95.0,The Book of Life,7.3,755,Romance_Animation_Adventure_Comedy_Family_Fantasy
45000000,9754,en,Firewall,18.186026,2006-02-10,82800000,105.0,Firewall,5.6,267,Thriller
50000000,66,en,Absolute Power,13.576765,1997-02-14,50068310,121.0,Absolute Power,6.4,223,Crime_Drama_Thriller
50000000,4421,en,G.I. Jane,19.434672,1997-08-22,48169156,125.0,G.I. Jane,6.0,395,Action_Drama
50000000,2649,en,The Game,62.925175,1997-09-12,109423648,129.0,The Game,7.5,1506,Drama_Thriller_Mystery
50000000,588,en,Silent Hill,32.927994,2006-04-21,97607453,125.0,Silent Hill,6.3,1067,Horror_Mystery
0,10393,en,The Replacements,14.837288,2000-08-07,0,118.0,The Replacements,6.1,203,Comedy
50000000,71552,en,American Reunion,39.920035,2012-04-04,234989584,113.0,American Reunion,6.1,1611,Comedy
50000000,9631,en,The Negotiator,28.725621,1998-07-29,44547681,140.0,The Negotiator,6.8,582,Action_Adventure_Crime_Drama_Mystery_Thriller
50000000,216282,en,Into the Storm,20.566554,2014-08-06,160602194,89.0,Into the Storm,5.8,817,Action_Thriller
50000000,306,en,Beverly Hills Cop III,20.333953,1994-05-24,119208989,104.0,Beverly Hills Cop III,5.5,434,Action_Comedy_Crime
50000000,928,en,Gremlins 2: The New Batch,33.98637,1990-06-15,41482207,106.0,Gremlins 2: The New Batch,6.2,652,Comedy_Horror_Fantasy
50000000,205587,en,The Judge,42.472324,2014-10-08,83719388,141.0,The Judge,7.2,1417,Drama
50000000,6623,en,The Peacemaker,15.931084,1997-09-26,0,124.0,The Peacemaker,5.8,255,Action_Thriller
45000000,1577,en,Resident Evil: Apocalypse,29.880122,2004-09-10,129394835,94.0,Resident Evil: Apocalypse,6.1,1267,Horror_Action_Science Fiction
50000000,9801,en,Bridget Jones: The Edge of Reason,28.803802,2004-11-10,40203020,108.0,Bridget Jones: The Edge of Reason,6.1,750,Comedy_Romance
50000000,2116,en,Out of Time,14.993459,2003-10-03,55495563,105.0,Out of Time,6.1,298,Thriller_Crime_Drama
50000000,9624,en,On Deadly Ground,9.114168,1994-02-18,49000000,102.0,On Deadly Ground,4.5,104,Action_Thriller
50000000,14199,en,The Adventures of Sharkboy and Lavagirl,12.31101,2005-06-10,69425966,92.0,The Adventures of Sharkboy and Lavagirl,4.4,269,Adventure_Family_Science Fiction
40000000,1907,en,The Beach,41.362082,2000-02-11,144056873,119.0,The Beach,6.3,1233,Drama_Adventure_Romance_Thriller
50000000,4599,en,Raising Helen,13.298205,2004-05-27,49718611,119.0,Raising Helen,5.9,189,Drama_Comedy_Romance
40000000,22832,en,Ninja Assassin,19.085403,2009-09-29,60462347,99.0,Ninja Assassin,6.2,371,Action_Crime_Thriller
50000000,10390,en,For Love of the Game,9.622345,1999-09-17,0,137.0,For Love of the Game,6.3,88,Drama_Romance
50000000,9879,en,Striptease,11.106006,1996-06-28,113309743,115.0,Striptease,4.4,205,Drama_Thriller_Crime
50000000,38579,en,Marmaduke,12.25622,2010-06-04,83761844,87.0,Marmaduke,5.0,149,Family_Comedy
50000000,44603,en,Hereafter,13.365715,2010-10-15,105197635,129.0,Hereafter,5.8,510,Drama_Fantasy
50000000,11892,en,Murder by Numbers,16.167093,2002-04-19,56714147,120.0,Murder by Numbers,6.0,268,Crime_Drama_Thriller
50000000,9691,en,Assassins,23.073933,1995-10-06,30303072,132.0,Assassins,6.0,387,Action_Adventure_Crime_Thriller
50000000,1248,en,Hannibal Rising,6.567065,2007-02-06,82169884,121.0,Hannibal Rising,6.0,654,Crime_Drama_Thriller
50000000,12220,en,The Story of Us,6.22577,1999-10-13,58900031,95.0,The Story of Us,5.9,75,Comedy_Drama_Romance
44000000,72710,en,The Host,42.933027,2013-03-22,63327201,125.0,The Host,6.0,1817,Action_Adventure_Romance_Science Fiction_Thriller
50000000,10782,en,Basic,19.226763,2003-04-18,42792561,98.0,Basic,6.2,286,Action_Drama_Mystery_Thriller_Crime
50000000,9573,en,Blood Work,10.089065,2002-08-04,26199517,110.0,Blood Work,6.1,206,Crime_Drama_Mystery_Thriller
50000000,4959,en,The International,13.391833,2009-02-03,60161391,118.0,The International,6.0,368,Drama_Thriller_Crime
50000000,10061,en,Escape from L.A.,21.637234,1996-08-09,42277365,97.0,Escape from L.A.,5.6,373,Action_Adventure_Science Fiction_Thriller
70000000,10386,en,The Iron Giant,61.245957,1999-08-06,23159305,86.0,The Iron Giant,7.6,1436,Adventure_Animation_Family_Fantasy_Science Fiction
50000000,421,en,The Life Aquatic with Steve Zissou,25.237969,2004-12-10,34808403,119.0,The Life Aquatic with Steve Zissou,7.1,775,Adventure_Comedy_Drama
50000000,316152,en,Free State of Jones,21.589393,2016-06-24,25035950,139.0,Free State of Jones,6.6,428,War_Action_Drama_History_Thriller
50000000,11615,en,The Life of David Gale,22.442241,2003-02-21,38955598,130.0,The Life of David Gale,7.3,480,Drama_Thriller_Crime
40000000,13498,en,Man of the House,6.004422,2005-02-25,0,100.0,Man of the House,5.4,120,Comedy_Action
50000000,241554,en,Run All Night,74.64653,2015-03-11,71561644,114.0,Run All Night,6.3,1148,Action_Crime_Drama_Mystery_Thriller
51500000,2252,en,Eastern Promises,35.481169,2007-09-14,55112356,100.0,Eastern Promises,7.2,848,Thriller_Crime_Mystery
50000000,11968,en,Into the Blue,14.723467,2005-09-30,44434439,110.0,Into the Blue,5.8,458,Action_Thriller_Adventure_Crime
60000000,10047,fr,Joan of Arc,21.084542,1999-10-18,66976317,148.0,The Messenger: The Story of Joan of Arc,6.2,367,Adventure_Drama_Action_History_War
49900000,38319,en,Your Highness,21.408222,2011-04-08,26121638,102.0,Your Highness,5.2,501,Comedy
50000000,69668,en,Dream House,19.267479,2011-09-30,38502340,84.0,Dream House,5.8,391,Drama_Thriller_Mystery
50000000,9770,en,Mad City,3.314004,1997-11-07,10541523,114.0,Mad City,5.9,81,Action_Drama_Thriller
50000000,11212,en,Baby's Day Out,21.312186,1994-07-01,16671505,99.0,Baby's Day Out,5.8,274,Action_Adventure_Comedy_Family
50000000,10533,en,The Scarlet Letter,7.44268,1995-10-13,10382407,135.0,The Scarlet Letter,5.5,108,Drama_History_Romance
22000000,38363,en,Fair Game,12.54949,2010-05-20,24188922,108.0,Fair Game,6.5,235,Drama_Thriller
50000000,9923,en,Domino,18.394571,2005-09-22,22944502,127.0,Domino,6.0,444,Action_Crime
50000000,11863,en,Jade,8.189406,1995-10-13,9851610,95.0,Jade,5.2,44,Action_Thriller_Mystery_Romance
50000000,18501,en,Gamer,27.631262,2009-09-03,40828540,95.0,Gamer,5.6,760,Action_Thriller_Science Fiction
60000000,109491,en,Beautiful Creatures,40.721373,2013-02-13,60052138,124.0,Beautiful Creatures,5.6,984,Fantasy_Drama_Romance
55000000,9275,en,Death to Smoochy,11.329727,2002-03-28,0,109.0,Death to Smoochy,5.9,132,Comedy_Crime_Drama_Thriller
50000000,329833,en,Zoolander 2,37.253774,2016-02-06,55969000,100.0,Zoolander 2,4.7,797,Comedy
50000000,12634,en,The Big Bounce,6.397388,2004-01-30,6808550,88.0,The Big Bounce,5.0,76,Comedy_Crime
60000000,10416,en,What Planet Are You From?,2.275331,2000-03-03,0,105.0,What Planet Are You From?,5.4,37,Comedy_Drama_Romance_Science Fiction
50000000,47327,en,Drive Angry,30.387148,2011-02-24,28931401,105.0,Drive Angry,5.3,600,Fantasy_Thriller_Action_Crime
50000000,15268,en,Street Fighter: The Legend of Chun-Li,8.139676,2009-02-27,12764201,97.0,Street Fighter: The Legend of Chun-Li,3.9,112,Action_Adventure_Science Fiction_Thriller
49000000,10796,en,The One,21.746245,2001-11-02,72700000,87.0,The One,5.7,437,Action_Science Fiction_Thriller
49000000,9548,en,The Adventures of Ford Fairlane,2.808428,1990-07-11,20423389,104.0,The Adventures of Ford Fairlane,6.2,71,Action_Comedy_Thriller_Crime_Mystery
50000000,18947,en,The Boat That Rocked,31.02233,2009-04-01,36348784,116.0,The Boat That Rocked,7.2,666,Drama_Comedy
48000000,1900,en,Traffic,25.170217,2000-12-27,207515725,147.0,Traffic,6.9,562,Thriller_Drama_Crime
48000000,89,en,Indiana Jones and the Last Crusade,80.972475,1989-05-24,474171806,127.0,Indiana Jones and the Last Crusade,7.6,3152,Adventure_Action
0,96724,en,Anna Karenina,26.38704,2012-09-06,68929150,130.0,Anna Karenina,6.5,639,Drama_Romance
49000000,198184,en,Chappie,116.700319,2015-03-04,104399548,120.0,Chappie,6.6,3062,Crime_Action_Science Fiction
73000000,9481,en,The Bone Collector,33.884459,1999-11-04,151493655,118.0,The Bone Collector,6.5,826,Drama_Mystery_Thriller_Crime
48000000,4547,en,Panic Room,53.043124,2002-03-29,196397415,111.0,Panic Room,6.5,1267,Crime_Drama_Thriller
0,53953,de,The Tooth Fairy,0.716764,2006-08-08,0,0.0,The Tooth Fairy,4.3,13,Horror
75000000,6415,en,Three Kings,34.973086,1999-09-27,108000000,114.0,Three Kings,6.6,692,Action_Adventure_Comedy
50000000,181283,en,Child 44,40.371098,2015-03-15,3324330,137.0,Child 44,6.1,547,Crime_Thriller
48000000,9896,en,Rat Race,18.60049,2001-07-30,85498534,112.0,Rat Race,6.0,518,Adventure_Comedy
48000000,167,en,K-PAX,30.920075,2001-10-22,50315140,120.0,K-PAX,7.1,695,Drama_Science Fiction
0,11232,en,Kate & Leopold,11.940711,2001-12-25,0,118.0,Kate & Leopold,6.0,418,Comedy_Fantasy_Romance_Science Fiction
48000000,1636,en,Bedazzled,19.348007,2000-10-19,90383208,93.0,Bedazzled,5.6,512,Fantasy_Comedy_Romance
58000000,2148,en,The Cotton Club,8.59075,1984-12-14,25928721,127.0,The Cotton Club,6.6,68,Music_Drama_Crime_Romance
55000000,5176,en,3:10 to Yuma,48.801089,2007-09-06,70016220,122.0,3:10 to Yuma,6.9,1188,Western
48000000,260346,en,Taken 3,88.844777,2014-12-16,325771424,109.0,Taken 3,6.1,2200,Thriller_Action
48000000,1389,en,Out of Sight,16.000178,1998-06-26,77745568,123.0,Out of Sight,6.5,333,Romance_Comedy_Crime
47000000,9894,en,The Cable Guy,19.525659,1996-06-10,102825796,96.0,The Cable Guy,5.7,594,Comedy_Drama_Thriller
0,7504,hi,1947: Earth,1.246883,1998-09-16,528972,101.0,Earth,6.6,9,Drama
47000000,8592,en,Dick Tracy,7.859226,1990-06-15,103738726,103.0,Dick Tracy,5.9,251,Adventure_Action_Comedy_Thriller_Crime
48000000,913,en,The Thomas Crown Affair,18.102572,1999-08-06,124305181,113.0,The Thomas Crown Affair,6.6,339,Drama_Crime_Romance
48000000,11091,en,Riding in Cars with Boys,7.226115,2001-10-19,35743308,132.0,Riding in Cars with Boys,6.5,103,Comedy_Drama_Romance
15000000,1368,en,First Blood,63.071046,1982-10-22,125212904,93.0,First Blood,7.2,1488,Action_Adventure_Thriller_War
0,593,ru,Солярис,24.132271,1972-03-20,0,167.0,Solaris,7.7,357,Drama_Science Fiction_Adventure_Mystery
47000000,5393,en,Happily N'Ever After,10.410933,2006-09-14,38085778,75.0,Happily N'Ever After,4.6,104,Animation_Comedy_Family_Fantasy_Science Fiction
47000000,9095,en,Mary Reilly,6.067212,1996-02-23,12379402,104.0,Mary Reilly,5.7,74,Drama_Horror_Thriller_Romance
38000000,8874,en,My Best Friend's Wedding,15.401855,1997-06-19,299288605,105.0,My Best Friend's Wedding,6.3,584,Comedy_Romance
0,11467,en,America's Sweethearts,10.698929,2001-07-17,0,102.0,America's Sweethearts,5.5,252,Comedy_Romance
46000000,320,en,Insomnia,41.322708,2002-05-24,113714830,118.0,Insomnia,6.8,1148,Crime_Mystery_Thriller
46000000,199,en,Star Trek: First Contact,25.6713,1996-11-21,150000000,111.0,Star Trek: First Contact,7.0,661,Science Fiction_Action_Adventure_Thriller
47000000,20533,en,Jonah Hex,22.581313,2010-06-18,10539000,80.0,Jonah Hex,4.4,420,Action_Western_Drama_Fantasy_Thriller
46000000,10684,en,Courage Under Fire,12.971122,1996-07-04,100860818,117.0,Courage Under Fire,6.2,232,Drama_Thriller_Mystery_War
45000000,1624,en,Liar Liar,26.721386,1997-03-21,181000000,86.0,Liar Liar,6.4,1424,Comedy
